Index,Image,Output
26346,148444,Yes
26347,161099,Yes
26348,149919,No
26349,47966,No
26350,147876,Yes
26351,114063,No
26352,76356,No
26353,54481,Yes
26354,6040,No
26355,129536,No
26356,53424,No
26357,83002,No
26358,137156,Yes
26359,140315,No
26360,28096,No
26361,156994,Yes
26362,149120,Yes
26363,139869,No
26364,157025,Yes
26365,64895,No
26366,76354,No
26367,205209,No
26368,128077,Yes
26369,184083,Yes
26370,166711,Yes
26371,179802,Yes
26372,97883,No
26373,107136,Yes
26374,168214,Yes
26375,198392,Yes
26376,121323,No
26377,160908,No
26378,18947,No
26379,186503,No
26380,60197,No
26381,116067,Yes
26382,54652,No
26383,64181,No
26384,176468,No
26385,116453,No
26386,163460,Yes
26387,80562,No
26388,80623,Yes
26389,201267,Yes
26390,160635,Yes
26391,21720,No
26392,125686,Yes
26393,148615,Yes
26394,24802,No
26395,34862,No
26396,74975,Yes
26397,198635,No
26398,98201,Yes
26399,205720,No
26400,77870,Yes
26401,173051,Yes
26402,152553,No
26403,2304,No
26404,16228,No
26405,69327,Yes
26406,79307,No
26407,192534,No
26408,38043,Yes
26409,131066,Yes
26410,42908,Yes
26411,107303,Yes
26412,138857,Yes
26413,78423,Yes
26414,17702,No
26415,180113,No
26416,21605,No
26417,137497,No
26418,198185,Yes
26419,48223,Yes
26420,9233,No
26421,67565,Yes
26422,17477,No
26423,138875,Yes
26424,188560,No
26425,183572,No
26426,153502,No
26427,126490,Yes
26428,79956,No
26429,123525,No
26430,134615,Yes
26431,84506,Yes
26432,71188,Yes
26433,60989,Yes
26434,30639,No
26435,203249,Yes
26436,209404,No
26437,116352,No
26438,717,No
26439,71117,Yes
26440,106260,No
26441,200818,Yes
26442,39689,No
26443,122946,No
26444,115771,Yes
26445,17176,No
26446,120565,No
26447,153697,No
26448,203564,No
26449,184210,No
26450,105829,Yes
26451,207026,No
26452,190404,Yes
26453,143961,Yes
26454,76180,Yes
26455,167521,No
26456,45841,Yes
26457,153099,No
26458,10049,No
26459,41021,Yes
26460,111257,Yes
26461,209903,No
26462,122918,No
26463,126933,Yes
26464,206129,Yes
26465,127348,No
26466,121039,Yes
26467,32256,Yes
26468,126587,No
26469,27133,No
26470,160714,Yes
26471,112827,No
26472,79420,Yes
26473,71720,Yes
26474,130482,Yes
26475,117019,No
26476,199958,No
26477,182574,No
26478,199537,Yes
26479,158873,Yes
26480,62310,No
26481,173584,No
26482,38932,No
26483,152535,No
26484,135997,Yes
26485,200281,Yes
26486,184431,Yes
26487,167013,Yes
26488,2666,No
26489,147144,No
26490,137125,Yes
26491,165460,Yes
26492,159632,No
26493,6591,No
26494,51161,No
26495,206753,Yes
26496,40485,Yes
26497,111173,No
26498,91073,Yes
26499,202833,No
26500,60420,Yes
26501,124706,No
26502,92887,Yes
26503,203905,No
26504,63675,No
26505,34088,Yes
26506,79933,No
26507,15288,No
26508,63910,Yes
26509,171335,Yes
26510,189352,Yes
26511,192962,Yes
26512,34571,Yes
26513,123073,No
26514,74037,Yes
26515,77254,Yes
26516,3465,No
26517,55554,Yes
26518,49641,Yes
26519,2023,No
26520,70671,Yes
26521,160087,Yes
26522,143717,Yes
26523,201927,Yes
26524,74313,Yes
26525,125013,Yes
26526,183335,Yes
26527,59193,Yes
26528,70201,Yes
26529,146067,Yes
26530,108836,Yes
26531,185875,Yes
26532,111892,Yes
26533,105050,No
26534,137126,Yes
26535,161952,Yes
26536,157078,Yes
26537,54269,Yes
26538,171928,Yes
26539,11299,No
26540,115732,No
26541,168834,Yes
26542,78751,No
26543,132640,No
26544,1772,No
26545,188834,Yes
26546,22622,No
26547,182753,Yes
26548,120854,Yes
26549,174720,No
26550,94600,Yes
26551,109493,Yes
26552,68225,Yes
26553,22792,No
26554,86180,Yes
26555,63394,Yes
26556,48697,No
26557,34371,Yes
26558,31204,No
26559,37784,No
26560,73986,No
26561,182846,Yes
26562,68799,Yes
26563,193283,No
26564,77145,Yes
26565,41726,Yes
26566,52941,Yes
26567,106109,Yes
26568,55013,Yes
26569,75009,Yes
26570,195357,Yes
26571,193174,No
26572,115758,Yes
26573,183463,Yes
26574,197401,Yes
26575,15063,No
26576,202887,No
26577,6492,No
26578,130905,No
26579,179212,Yes
26580,30197,No
26581,47035,Yes
26582,81429,Yes
26583,68705,Yes
26584,68564,No
26585,92050,Yes
26586,153003,No
26587,103267,No
26588,131393,Yes
26589,57470,Yes
26590,75473,Yes
26591,148170,Yes
26592,201301,Yes
26593,29204,No
26594,130744,No
26595,8407,No
26596,207339,Yes
26597,35447,No
26598,55351,No
26599,205552,Yes
26600,16636,No
26601,187593,Yes
26602,97049,Yes
26603,124547,Yes
26604,200974,No
26605,123274,Yes
26606,207804,Yes
26607,194731,Yes
26608,50273,Yes
26609,95808,Yes
26610,204132,No
26611,87978,Yes
26612,122939,Yes
26613,62485,No
26614,60733,No
26615,15100,No
26616,28143,No
26617,194906,No
26618,198350,Yes
26619,24748,No
26620,110769,Yes
26621,207923,Yes
26622,18741,No
26623,3373,No
26624,151325,No
26625,169001,Yes
26626,147516,No
26627,189750,No
26628,186509,No
26629,125988,Yes
26630,198982,Yes
26631,121456,Yes
26632,78716,No
26633,202171,No
26634,194446,No
26635,99877,Yes
26636,116833,Yes
26637,146991,No
26638,93905,Yes
26639,95513,No
26640,81293,Yes
26641,50594,No
26642,190090,Yes
26643,180441,Yes
26644,86562,No
26645,36619,Yes
26646,163112,Yes
26647,166654,Yes
26648,47904,No
26649,101532,No
26650,50349,Yes
26651,174016,No
26652,9199,No
26653,44664,Yes
26654,56651,Yes
26655,166564,Yes
26656,6912,No
26657,205931,No
26658,106338,No
26659,84145,No
26660,8115,No
26661,116643,Yes
26662,157611,Yes
26663,130984,No
26664,27463,No
26665,44361,Yes
26666,76761,No
26667,158241,Yes
26668,209178,Yes
26669,169888,No
26670,193987,Yes
26671,91566,Yes
26672,63892,Yes
26673,156607,No
26674,347,No
26675,161833,Yes
26676,153478,Yes
26677,87760,No
26678,50055,Yes
26679,99793,No
26680,94932,No
26681,181208,No
26682,172645,Yes
26683,125125,Yes
26684,25138,No
26685,205083,Yes
26686,56692,Yes
26687,123893,Yes
26688,115980,No
26689,93711,No
26690,103896,No
26691,32058,Yes
26692,132379,Yes
26693,73051,Yes
26694,189879,Yes
26695,126445,Yes
26696,105719,No
26697,197824,Yes
26698,202881,No
26699,104881,Yes
26700,167274,Yes
26701,8144,No
26702,203334,No
26703,137232,Yes
26704,22663,No
26705,151629,Yes
26706,150692,No
26707,189496,Yes
26708,82029,Yes
26709,163191,Yes
26710,41125,Yes
26711,36085,No
26712,22854,No
26713,6189,No
26714,98103,Yes
26715,23882,No
26716,124176,No
26717,47821,Yes
26718,194204,Yes
26719,184922,No
26720,144650,No
26721,102704,No
26722,88519,Yes
26723,159238,Yes
26724,76540,Yes
26725,82307,No
26726,175492,Yes
26727,146522,No
26728,86912,Yes
26729,95035,Yes
26730,95963,Yes
26731,139492,Yes
26732,56284,Yes
26733,8806,No
26734,86232,Yes
26735,157223,No
26736,28462,No
26737,185156,Yes
26738,27361,No
26739,157312,No
26740,104617,Yes
26741,5665,No
26742,100480,Yes
26743,126448,Yes
26744,207174,No
26745,29447,No
26746,13973,No
26747,187760,No
26748,143842,Yes
26749,54954,Yes
26750,110875,Yes
26751,33559,No
26752,164419,Yes
26753,54657,No
26754,53461,Yes
26755,8322,No
26756,100064,Yes
26757,146503,No
26758,58336,No
26759,134119,Yes
26760,117544,No
26761,124843,No
26762,100278,No
26763,63383,Yes
26764,59489,No
26765,38106,Yes
26766,168484,Yes
26767,176981,Yes
26768,98975,No
26769,172382,No
26770,60641,No
26771,113400,No
26772,90112,No
26773,4141,No
26774,123102,No
26775,153758,No
26776,24762,No
26777,154607,Yes
26778,119977,No
26779,181079,Yes
26780,155858,Yes
26781,11619,Yes
26782,52214,No
26783,41715,Yes
26784,150396,Yes
26785,71144,Yes
26786,163694,Yes
26787,291,No
26788,26228,No
26789,149028,Yes
26790,29687,No
26791,77763,Yes
26792,198306,Yes
26793,153122,No
26794,77460,No
26795,201878,No
26796,95995,No
26797,141405,Yes
26798,79352,No
26799,205204,No
26800,187284,No
26801,84316,Yes
26802,85924,No
26803,66984,Yes
26804,166307,No
26805,5131,No
26806,158988,No
26807,43308,No
26808,205190,No
26809,194530,No
26810,148676,Yes
26811,6309,No
26812,119864,Yes
26813,87610,No
26814,198758,No
26815,10093,No
26816,59437,No
26817,101689,Yes
26818,155325,No
26819,163600,Yes
26820,38339,Yes
26821,104040,Yes
26822,95164,Yes
26823,22611,No
26824,48727,No
26825,120019,No
26826,47871,Yes
26827,57892,Yes
26828,166813,No
26829,185541,No
26830,18305,No
26831,16073,No
26832,48740,No
26833,182329,Yes
26834,34352,No
26835,113844,Yes
26836,55943,No
26837,60268,Yes
26838,152753,Yes
26839,47307,No
26840,76533,Yes
26841,90239,Yes
26842,68734,Yes
26843,150710,No
26844,46389,No
26845,127789,Yes
26846,103309,No
26847,101790,Yes
26848,206696,Yes
26849,101874,Yes
26850,167868,Yes
26851,71489,No
26852,28630,No
26853,71419,No
26854,105285,Yes
26855,61106,Yes
26856,54209,Yes
26857,111875,Yes
26858,207135,No
26859,196748,No
26860,121602,Yes
26861,79121,Yes
26862,157114,No
26863,173197,Yes
26864,70968,No
26865,169291,No
26866,164363,Yes
26867,133259,No
26868,144329,Yes
26869,65614,Yes
26870,5211,No
26871,23896,No
26872,155091,Yes
26873,145771,No
26874,57560,Yes
26875,151045,Yes
26876,81263,Yes
26877,186751,No
26878,6162,No
26879,28608,No
26880,164379,Yes
26881,195935,Yes
26882,201635,No
26883,53170,Yes
26884,178600,Yes
26885,88021,Yes
26886,114911,Yes
26887,86345,Yes
26888,209562,No
26889,153096,No
26890,21404,No
26891,40163,No
26892,209000,No
26893,82272,No
26894,132907,Yes
26895,107386,No
26896,13742,No
26897,172478,Yes
26898,116843,Yes
26899,96809,Yes
26900,177160,No
26901,167140,Yes
26902,179287,Yes
26903,135774,No
26904,74530,No
26905,147060,No
26906,121667,Yes
26907,49593,Yes
26908,82327,No
26909,62695,Yes
26910,196891,Yes
26911,137608,Yes
26912,193400,No
26913,105222,Yes
26914,22239,No
26915,209648,Yes
26916,20355,No
26917,137919,No
26918,103375,No
26919,29800,No
26920,89984,Yes
26921,77457,No
26922,137336,No
26923,133972,No
26924,52112,No
26925,104130,Yes
26926,76911,No
26927,149812,Yes
26928,155282,Yes
26929,89174,Yes
26930,113930,No
26931,95779,Yes
26932,167263,Yes
26933,202004,Yes
26934,170626,Yes
26935,128900,Yes
26936,166278,No
26937,958,No
26938,186889,Yes
26939,78580,No
26940,2535,No
26941,9809,Yes
26942,23175,No
26943,136450,Yes
26944,112314,No
26945,49636,Yes
26946,82656,Yes
26947,49140,Yes
26948,42173,No
26949,144256,Yes
26950,191557,No
26951,125199,Yes
26952,125781,Yes
26953,51424,Yes
26954,6377,No
26955,60262,No
26956,157526,Yes
26957,89731,Yes
26958,62275,Yes
26959,21933,No
26960,9449,No
26961,53971,Yes
26962,201548,No
26963,113557,No
26964,25152,No
26965,36000,Yes
26966,6181,No
26967,79962,No
26968,152151,Yes
26969,72914,Yes
26970,140216,Yes
26971,1109,Yes
26972,73954,No
26973,166688,Yes
26974,7643,No
26975,81035,No
26976,110916,No
26977,171174,No
26978,34842,No
26979,147306,Yes
26980,38986,No
26981,34952,No
26982,181186,No
26983,116495,No
26984,20059,No
26985,164904,No
26986,8797,No
26987,59319,No
26988,108003,No
26989,13278,No
26990,47348,No
26991,137757,Yes
26992,14851,No
26993,208426,Yes
26994,118719,No
26995,44068,Yes
26996,17270,No
26997,58339,Yes
26998,195497,Yes
26999,165785,No
27000,97407,Yes
27001,170546,No
27002,111995,Yes
27003,154500,Yes
27004,190461,Yes
27005,149819,Yes
27006,91052,Yes
27007,104426,No
27008,156317,Yes
27009,63496,Yes
27010,41436,No
27011,33998,Yes
27012,2677,No
27013,127260,Yes
27014,79794,Yes
27015,96873,Yes
27016,20368,No
27017,120987,Yes
27018,106940,No
27019,66158,No
27020,167880,Yes
27021,83217,Yes
27022,40741,No
27023,25601,No
27024,125158,Yes
27025,6883,No
27026,50902,Yes
27027,17133,No
27028,123363,Yes
27029,196290,No
27030,79974,No
27031,208716,No
27032,195538,No
27033,14876,No
27034,105070,No
27035,97235,No
27036,89122,Yes
27037,100497,Yes
27038,136391,No
27039,25922,No
27040,83998,No
27041,30000,No
27042,201667,No
27043,73810,No
27044,100453,Yes
27045,67189,Yes
27046,147117,No
27047,33368,Yes
27048,171229,Yes
27049,125249,Yes
27050,116326,Yes
27051,149794,Yes
27052,23648,No
27053,53111,Yes
27054,149711,Yes
27055,72881,Yes
27056,190240,No
27057,177189,No
27058,195047,No
27059,16494,No
27060,83840,Yes
27061,161467,No
27062,21025,No
27063,101975,No
27064,34843,No
27065,57333,Yes
27066,142377,No
27067,7193,No
27068,46079,Yes
27069,46394,No
27070,18400,No
27071,117850,Yes
27072,116281,Yes
27073,124124,Yes
27074,195673,No
27075,10466,No
27076,67101,Yes
27077,34847,No
27078,75082,No
27079,185743,Yes
27080,102222,Yes
27081,36409,Yes
27082,93019,No
27083,63553,No
27084,25231,No
27085,148011,Yes
27086,4655,No
27087,129037,No
27088,139942,No
27089,39366,Yes
27090,178327,No
27091,137153,Yes
27092,149417,No
27093,149535,No
27094,190909,No
27095,60095,No
27096,193963,No
27097,36961,Yes
27098,203978,Yes
27099,183387,Yes
27100,131251,Yes
27101,179841,Yes
27102,186783,No
27103,161550,Yes
27104,70425,Yes
27105,5861,No
27106,172692,Yes
27107,191640,Yes
27108,164812,Yes
27109,207504,No
27110,146709,Yes
27111,182929,Yes
27112,95118,Yes
27113,194540,No
27114,22706,No
27115,93403,Yes
27116,16651,No
27117,56946,No
27118,129250,Yes
27119,178055,Yes
27120,152674,Yes
27121,11569,No
27122,205553,Yes
27123,200514,No
27124,75522,No
27125,9322,No
27126,17952,No
27127,78325,Yes
27128,90742,No
27129,136356,No
27130,94062,Yes
27131,147333,Yes
27132,16105,No
27133,45618,No
27134,207754,No
27135,159489,Yes
27136,143737,Yes
27137,52955,Yes
27138,53906,No
27139,113213,Yes
27140,42980,Yes
27141,123580,Yes
27142,138343,Yes
27143,15030,No
27144,46379,No
27145,65313,No
27146,119137,Yes
27147,41399,No
27148,148429,Yes
27149,108908,Yes
27150,135951,Yes
27151,152053,Yes
27152,190784,No
27153,31231,No
27154,169460,Yes
27155,196316,No
27156,110760,Yes
27157,85843,No
27158,155931,No
27159,96569,No
27160,142478,Yes
27161,60918,Yes
27162,40474,No
27163,41702,Yes
27164,142293,No
27165,22277,No
27166,187947,No
27167,191658,Yes
27168,121713,Yes
27169,80854,Yes
27170,188780,Yes
27171,184435,Yes
27172,54432,Yes
27173,83142,Yes
27174,123959,Yes
27175,132891,Yes
27176,124042,Yes
27177,124921,Yes
27178,198513,Yes
27179,183040,No
27180,177417,Yes
27181,133767,No
27182,109982,No
27183,189905,Yes
27184,122164,Yes
27185,56045,Yes
27186,201606,No
27187,23418,No
27188,122396,No
27189,198794,Yes
27190,35012,Yes
27191,153077,No
27192,28966,No
27193,16279,No
27194,120605,No
27195,33630,No
27196,86010,Yes
27197,45732,No
27198,106587,Yes
27199,185885,Yes
27200,13937,No
27201,33109,No
27202,88899,Yes
27203,160267,No
27204,189744,No
27205,144944,Yes
27206,134708,Yes
27207,33001,No
27208,164826,Yes
27209,14778,No
27210,63715,No
27211,129833,Yes
27212,201899,Yes
27213,194917,Yes
27214,43855,No
27215,104630,Yes
27216,73891,No
27217,208029,Yes
27218,73243,No
27219,192346,Yes
27220,161408,No
27221,205687,Yes
27222,18205,No
27223,10163,No
27224,153610,No
27225,195638,No
27226,131741,Yes
27227,131991,Yes
27228,136501,Yes
27229,111784,No
27230,129942,Yes
27231,112359,Yes
27232,100066,Yes
27233,154191,No
27234,150705,No
27235,116032,Yes
27236,38425,No
27237,72679,Yes
27238,33842,Yes
27239,75111,No
27240,131385,No
27241,178284,No
27242,105226,Yes
27243,70801,No
27244,61566,Yes
27245,130777,Yes
27246,157806,No
27247,74849,Yes
27248,106360,No
27249,72676,No
27250,28221,No
27251,76981,No
27252,136347,No
27253,3982,No
27254,18250,No
27255,77571,No
27256,102374,Yes
27257,77097,Yes
27258,184959,No
27259,152346,No
27260,24846,No
27261,165228,No
27262,184080,Yes
27263,204926,Yes
27264,34827,No
27265,85338,No
27266,182346,No
27267,178684,Yes
27268,118753,No
27269,37443,Yes
27270,112183,No
27271,116502,No
27272,67464,Yes
27273,29721,No
27274,174678,No
27275,280,No
27276,43485,Yes
27277,19281,No
27278,1723,No
27279,96025,No
27280,114984,Yes
27281,168719,No
27282,99672,No
27283,8513,No
27284,56939,Yes
27285,8429,No
27286,87276,Yes
27287,194441,No
27288,186200,No
27289,89204,Yes
27290,134329,No
27291,127334,No
27292,44884,Yes
27293,102284,Yes
27294,166037,Yes
27295,6976,No
27296,112705,Yes
27297,107914,Yes
27298,201275,Yes
27299,62281,Yes
27300,25128,No
27301,142131,Yes
27302,82854,No
27303,103768,No
27304,204416,Yes
27305,198076,No
27306,95032,No
27307,64744,No
27308,130339,Yes
27309,70636,Yes
27310,19539,No
27311,123671,Yes
27312,129496,Yes
27313,141081,No
27314,157699,Yes
27315,6866,No
27316,92331,Yes
27317,3830,No
27318,65540,No
27319,194304,No
27320,63603,No
27321,129277,Yes
27322,135263,Yes
27323,72220,Yes
27324,6438,No
27325,143775,Yes
27326,99004,No
27327,146766,Yes
27328,9135,No
27329,6449,No
27330,188452,No
27331,204072,No
27332,121876,No
27333,86135,Yes
27334,181087,Yes
27335,21033,No
27336,52749,Yes
27337,132042,No
27338,159601,Yes
27339,126575,No
27340,157636,Yes
27341,130766,No
27342,136597,Yes
27343,187424,Yes
27344,148503,Yes
27345,133032,Yes
27346,25945,No
27347,10831,No
27348,14746,No
27349,75248,Yes
27350,127061,Yes
27351,167929,No
27352,113826,Yes
27353,176273,Yes
27354,16294,No
27355,188399,No
27356,189924,Yes
27357,38062,Yes
27358,57965,Yes
27359,201964,Yes
27360,181879,No
27361,48093,No
27362,78134,No
27363,142436,Yes
27364,55449,Yes
27365,185342,No
27366,81131,No
27367,3037,No
27368,54125,No
27369,190021,Yes
27370,192484,Yes
27371,133481,Yes
27372,172010,Yes
27373,162388,Yes
27374,125229,Yes
27375,23953,No
27376,180619,Yes
27377,170184,Yes
27378,44607,Yes
27379,74741,Yes
27380,135717,No
27381,143323,Yes
27382,149598,No
27383,39802,Yes
27384,68590,No
27385,89634,Yes
27386,11375,No
27387,29302,No
27388,165453,Yes
27389,24947,No
27390,108148,No
27391,159987,Yes
27392,4555,No
27393,163783,Yes
27394,107866,Yes
27395,147135,No
27396,57214,Yes
27397,111199,Yes
27398,111796,No
27399,15329,No
27400,39258,No
27401,51013,No
27402,152926,No
27403,7495,No
27404,38900,Yes
27405,127052,Yes
27406,10279,No
27407,126873,Yes
27408,314,No
27409,154810,No
27410,36645,No
27411,198184,Yes
27412,41091,Yes
27413,4667,No
27414,97712,No
27415,120662,No
27416,197005,Yes
27417,198409,Yes
27418,201655,No
27419,166020,Yes
27420,166083,Yes
27421,88357,No
27422,43535,Yes
27423,201275,Yes
27424,158352,Yes
27425,76160,Yes
27426,17987,No
27427,186639,No
27428,86751,Yes
27429,6700,No
27430,129433,Yes
27431,15836,No
27432,97634,Yes
27433,32578,No
27434,39102,No
27435,46254,No
27436,7987,No
27437,100014,Yes
27438,706,No
27439,199953,No
27440,20096,No
27441,205608,Yes
27442,29775,No
27443,189768,No
27444,185283,Yes
27445,51040,No
27446,159829,Yes
27447,89797,Yes
27448,71870,Yes
27449,121681,Yes
27450,198091,Yes
27451,172914,Yes
27452,119240,Yes
27453,109621,Yes
27454,187638,Yes
27455,156739,No
27456,915,No
27457,51542,Yes
27458,41157,Yes
27459,43842,No
27460,77317,Yes
27461,188963,No
27462,153605,No
27463,34368,No
27464,140188,Yes
27465,198317,Yes
27466,99180,No
27467,81315,Yes
27468,160482,Yes
27469,39749,Yes
27470,206058,Yes
27471,151625,Yes
27472,3847,No
27473,170908,No
27474,51656,No
27475,144151,Yes
27476,88395,No
27477,124681,Yes
27478,41797,Yes
27479,43581,Yes
27480,172995,No
27481,39010,No
27482,45257,Yes
27483,115945,No
27484,47847,Yes
27485,61058,Yes
27486,45962,Yes
27487,20553,No
27488,31258,No
27489,99636,No
27490,203943,Yes
27491,68811,Yes
27492,45880,Yes
27493,16772,No
27494,97575,Yes
27495,14777,No
27496,31928,No
27497,38101,Yes
27498,177481,Yes
27499,17180,No
27500,187407,Yes
27501,94364,No
27502,95540,No
27503,160867,No
27504,182504,No
27505,180993,Yes
27506,185289,Yes
27507,169076,Yes
27508,182608,No
27509,136566,Yes
27510,40500,Yes
27511,39160,No
27512,11021,No
27513,204978,Yes
27514,76787,Yes
27515,163739,Yes
27516,155547,No
27517,199305,No
27518,177198,No
27519,189401,Yes
27520,123102,No
27521,8955,No
27522,133822,No
27523,17540,No
27524,74311,Yes
27525,194041,Yes
27526,92324,No
27527,192681,No
27528,51958,Yes
27529,131673,Yes
27530,165817,Yes
27531,130472,Yes
27532,113739,Yes
27533,201967,Yes
27534,195427,Yes
27535,159779,No
27536,4390,No
27537,19341,No
27538,43879,No
27539,23258,No
27540,64983,No
27541,66306,Yes
27542,97178,Yes
27543,96271,Yes
27544,22379,No
27545,158439,No
27546,140474,No
27547,108951,Yes
27548,6116,No
27549,95957,No
27550,177417,Yes
27551,190072,Yes
27552,190340,No
27553,33458,Yes
27554,92826,Yes
27555,137712,Yes
27556,22796,No
27557,186791,No
27558,203480,No
27559,67865,No
27560,7767,No
27561,108597,No
27562,186951,Yes
27563,184166,No
27564,141093,No
27565,144539,No
27566,33785,Yes
27567,94249,Yes
27568,201809,Yes
27569,48494,Yes
27570,190225,No
27571,97212,No
27572,207416,Yes
27573,115532,Yes
27574,96332,Yes
27575,195834,Yes
27576,92318,No
27577,148118,No
27578,35982,No
27579,105260,Yes
27580,149433,No
27581,130271,No
27582,139132,Yes
27583,10748,No
27584,171296,Yes
27585,176439,No
27586,145645,Yes
27587,145819,No
27588,207695,No
27589,152,No
27590,199020,Yes
27591,122251,Yes
27592,74806,Yes
27593,172546,Yes
27594,41137,Yes
27595,209409,No
27596,194733,Yes
27597,130143,No
27598,186676,No
27599,99789,No
27600,192914,Yes
27601,168398,Yes
27602,41371,Yes
27603,208575,Yes
27604,131683,Yes
27605,190241,No
27606,39894,Yes
27607,65189,Yes
27608,107251,Yes
27609,152782,Yes
27610,148350,Yes
27611,42651,No
27612,79059,Yes
27613,14527,No
27614,201153,No
27615,167366,Yes
27616,14728,No
27617,86947,Yes
27618,47254,Yes
27619,140752,Yes
27620,79271,No
27621,197391,Yes
27622,92249,Yes
27623,145261,No
27624,134937,Yes
27625,146749,Yes
27626,199603,Yes
27627,144639,Yes
27628,19162,No
27629,54296,Yes
27630,132199,No
27631,83885,Yes
27632,55774,No
27633,51029,No
27634,96925,Yes
27635,15987,No
27636,173712,Yes
27637,65347,No
27638,190232,No
27639,169348,No
27640,51758,No
27641,179294,Yes
27642,63829,Yes
27643,23976,No
27644,140492,No
27645,209228,Yes
27646,115430,Yes
27647,74165,Yes
27648,92925,Yes
27649,2864,No
27650,49848,No
27651,45691,No
27652,14301,No
27653,107367,No
27654,85292,No
27655,173803,Yes
27656,21075,No
27657,102749,No
27658,87209,Yes
27659,140626,Yes
27660,85313,No
27661,144378,Yes
27662,51855,Yes
27663,74915,No
27664,105453,Yes
27665,140271,Yes
27666,62495,No
27667,165435,Yes
27668,53290,Yes
27669,54481,Yes
27670,75088,No
27671,190715,No
27672,84227,Yes
27673,143895,Yes
27674,120970,Yes
27675,46699,Yes
27676,152891,Yes
27677,103171,Yes
27678,209851,Yes
27679,163677,Yes
27680,11461,No
27681,148927,No
27682,135937,Yes
27683,88348,No
27684,13461,No
27685,34915,No
27686,68184,Yes
27687,204149,No
27688,1666,No
27689,73868,No
27690,205170,No
27691,65561,No
27692,151086,Yes
27693,133436,Yes
27694,13787,No
27695,194944,No
27696,114779,No
27697,185755,Yes
27698,71346,No
27699,181150,Yes
27700,78420,Yes
27701,51043,No
27702,144032,No
27703,4112,No
27704,204599,No
27705,180931,Yes
27706,162227,Yes
27707,44974,No
27708,128006,Yes
27709,134339,No
27710,17336,No
27711,43497,Yes
27712,71956,No
27713,3690,No
27714,136362,No
27715,84416,Yes
27716,2668,No
27717,203516,No
27718,67555,Yes
27719,36213,Yes
27720,93429,Yes
27721,91871,No
27722,124779,Yes
27723,36467,Yes
27724,159509,Yes
27725,96287,Yes
27726,106606,Yes
27727,61030,Yes
27728,204030,No
27729,106165,Yes
27730,17125,No
27731,35920,Yes
27732,126466,Yes
27733,183344,Yes
27734,71834,Yes
27735,148648,Yes
27736,38213,Yes
27737,60257,Yes
27738,19591,No
27739,120981,Yes
27740,113293,Yes
27741,75660,No
27742,105529,No
27743,60807,Yes
27744,202752,No
27745,32849,Yes
27746,172485,Yes
27747,32722,Yes
27748,107837,Yes
27749,38865,Yes
27750,23402,No
27751,124132,No
27752,187366,No
27753,99250,Yes
27754,193926,No
27755,45622,No
27756,152326,No
27757,197694,Yes
27758,22211,No
27759,160446,No
27760,137971,No
27761,140954,No
27762,84301,Yes
27763,105603,No
27764,44182,Yes
27765,37568,Yes
27766,129500,Yes
27767,111816,Yes
27768,116892,Yes
27769,189203,Yes
27770,91794,No
27771,163431,Yes
27772,188211,Yes
27773,120669,No
27774,173940,Yes
27775,148680,Yes
27776,120957,Yes
27777,151732,No
27778,138230,Yes
27779,20794,No
27780,175921,No
27781,99704,No
27782,185395,No
27783,50974,Yes
27784,2150,No
27785,158065,Yes
27786,49531,Yes
27787,186120,No
27788,1843,No
27789,107968,No
27790,164771,Yes
27791,10586,No
27792,102637,No
27793,135031,No
27794,131079,Yes
27795,182348,No
27796,54970,Yes
27797,86625,Yes
27798,89787,Yes
27799,43011,Yes
27800,176786,Yes
27801,167860,Yes
27802,41012,Yes
27803,115133,Yes
27804,38306,No
27805,153795,No
27806,108736,No
27807,121308,No
27808,77279,Yes
27809,177681,Yes
27810,25814,No
27811,131107,Yes
27812,40295,No
27813,96072,No
27814,73864,No
27815,103346,No
27816,110957,Yes
27817,138054,No
27818,94566,Yes
27819,87281,Yes
27820,106801,Yes
27821,120904,Yes
27822,152473,No
27823,145395,No
27824,166066,Yes
27825,76929,No
27826,26608,No
27827,93391,Yes
27828,63060,No
27829,59509,No
27830,29957,No
27831,171693,Yes
27832,80259,Yes
27833,120886,Yes
27834,118806,No
27835,199663,Yes
27836,77828,Yes
27837,63858,Yes
27838,116678,Yes
27839,124968,No
27840,142217,No
27841,28947,No
27842,28101,No
27843,60931,Yes
27844,177027,No
27845,169943,Yes
27846,41815,Yes
27847,151512,Yes
27848,92314,No
27849,173558,No
27850,38049,Yes
27851,201534,No
27852,84651,No
27853,8796,No
27854,52149,Yes
27855,38448,No
27856,114930,Yes
27857,200999,Yes
27858,36636,No
27859,63692,No
27860,192906,Yes
27861,125165,Yes
27862,92770,Yes
27863,149798,Yes
27864,29150,No
27865,33725,Yes
27866,118785,No
27867,209598,No
27868,9695,No
27869,42464,Yes
27870,92099,Yes
27871,72154,Yes
27872,47838,Yes
27873,36360,Yes
27874,89975,Yes
27875,84103,No
27876,85150,Yes
27877,199851,No
27878,120746,No
27879,143835,Yes
27880,8434,No
27881,73747,Yes
27882,60018,No
27883,96238,Yes
27884,14809,No
27885,61333,No
27886,189956,Yes
27887,145163,Yes
27888,12822,No
27889,63623,No
27890,42006,No
27891,79354,No
27892,5128,No
27893,193802,No
27894,173722,Yes
27895,61013,Yes
27896,138793,No
27897,25342,No
27898,25553,No
27899,186745,No
